date,cust_num,cust_name,item_id,amount,quantity,status,source,cust_parent_num,cust_parent_name,cust_segment,cust_channel,vividly_bucket,ppg,day_of_week,day_of_month,day_of_year,is_weekend,week_of_year,month_num,month_name,month_name_short,year,ship_month
2024-01-02,1005,"Kehe Distributors, LLC",1463,3808.0,280,closed,direct,132352,Kehe,Natural,Retail,Kehe,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2242,1346.09,23,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1005,"Kehe Distributors, LLC",1465,1632.0,120,closed,direct,132352,Kehe,Natural,Retail,Kehe,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1015,Walmart,1456,3192.0,56,closed,direct,1015,Walmart,Mass,Retail,Walmart,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,1494,29.97,3,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2269,109.2,4,closed,direct,1023,Shopify,Online,Online,Shopify,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1009,Target,1452,9396.0,261,closed,direct,1009,Target,Mass,Retail,Target,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2241,337.19,6,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,1493,29.97,3,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1002,Amazon,2332,569.85,15,closed,direct,1002,Amazon,Online,Online,Amazon,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,1491,29.97,3,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2264,1752.3,18,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1002,Amazon,2215,749.5000000000001,50,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2267,215.6,8,closed,direct,1023,Shopify,Online,Online,Shopify,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2259,762.3,8,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1002,Amazon,2207,739.8000000000001,20,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2233,631.3000000000001,11,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2275,347.17,13,closed,direct,1023,Shopify,Online,Online,Shopify,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1005,"Kehe Distributors, LLC",1459,5985.0,105,closed,direct,132352,Kehe,Natural,Retail,Kehe,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1060,CORE-MARK/SACRAMENTO,1465,95.2,7,closed,dot,120307,Core-Mark,Convenience,Retail,dot_coremark,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1002,Amazon,1465,479.8400000000001,16,closed,direct,1002,Amazon,Online,Online,Amazon,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2263,99.0,1,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,1490,29.97,3,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1005,"Kehe Distributors, LLC",1457,7980.0,140,closed,direct,132352,Kehe,Natural,Retail,Kehe,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2260,1445.4,15,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1002,Amazon,2205,467.87000000000006,13,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1005,"Kehe Distributors, LLC",1467,816.0,60,closed,direct,132352,Kehe,Natural,Retail,Kehe,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1015,Walmart,1461,5985.0,105,closed,direct,1015,Walmart,Mass,Retail,Walmart,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1005,"Kehe Distributors, LLC",1867,1488.0,40,closed,direct,132352,Kehe,Natural,Retail,Kehe,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2271,112.0,4,closed,direct,1023,Shopify,Online,Online,Shopify,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1009,Target,1453,11304.0,314,closed,direct,1009,Target,Mass,Retail,Target,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1005,"Kehe Distributors, LLC",1458,5985.0,105,closed,direct,132352,Kehe,Natural,Retail,Kehe,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1002,Amazon,2214,554.63,37,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1002,Amazon,1463,299.9,10,closed,direct,1002,Amazon,Online,Online,Amazon,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1070,EBY-BROWN/MID-SOUTH,1463,272.0,20,closed,dot,7200,Eby-Brown,Convenience,Retail,dot_other,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2223,786.5,15,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2221,134.95,5,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1005,"Kehe Distributors, LLC",1452,892.8000000000001,24,closed,direct,132352,Kehe,Natural,Retail,Kehe,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1005,"Kehe Distributors, LLC",1453,297.6,8,closed,direct,132352,Kehe,Natural,Retail,Kehe,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1005,"Kehe Distributors, LLC",1461,5985.0,105,closed,direct,132352,Kehe,Natural,Retail,Kehe,4.00S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1036,EBY-BROWN/KNIGHTDALE,1464,272.0,20,closed,dot,7200,Eby-Brown,Convenience,Retail,dot_other,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2232,1139.59,20,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1066,CORE-MARK/LAS VEGAS TWO,1463,40.8,3,closed,dot,120307,Core-Mark,Convenience,Retail,dot_coremark,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1038,EBY-BROWN/SPRINGFIELD,1463,272.0,20,closed,dot,7200,Eby-Brown,Convenience,Retail,dot_other,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1083,MCLANE/C-STR/NE CONCORD,1465,68.0,5,closed,dot,135737,McLane,Convenience,Retail,dot_mclane,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1044,MCLANE/C-STR/SOUTHERN CAL,1464,544.0,40,closed,dot,135737,McLane,Convenience,Retail,dot_mclane,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1067,CORE-MARK/OHIO,1462,272.0,20,closed,dot,120307,Core-Mark,Convenience,Retail,dot_coremark,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1107,KROGER/PEYTON/PHOENIX,1464,0.0,0,closed,dot,138995,Kroger,Grocery,Retail,dot_kroger,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1091,EBY-BROWN/YPSILANTI,1467,544.0,40,closed,dot,7200,Eby-Brown,Convenience,Retail,dot_other,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1107,KROGER/PEYTON/PHOENIX,1463,0.0,0,closed,dot,138995,Kroger,Grocery,Retail,dot_kroger,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1066,CORE-MARK/LAS VEGAS TWO,1464,81.6,6,closed,dot,120307,Core-Mark,Convenience,Retail,dot_coremark,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1075,MCLANE/C-STR/NORTHWST/DRY,1463,272.0,20,closed,dot,135737,McLane,Convenience,Retail,dot_mclane,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1044,MCLANE/C-STR/SOUTHERN CAL,1463,1088.0,80,closed,dot,135737,McLane,Convenience,Retail,dot_mclane,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1083,MCLANE/C-STR/NE CONCORD,1463,272.0,20,closed,dot,135737,McLane,Convenience,Retail,dot_mclane,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1083,MCLANE/C-STR/NE CONCORD,1464,272.0,20,closed,dot,135737,McLane,Convenience,Retail,dot_mclane,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1106,KROGER/PEYTON/FOUNTAIN,1464,149.6,11,closed,dot,138995,Kroger,Grocery,Retail,dot_kroger,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1083,MCLANE/C-STR/NE CONCORD,1464,340.0,25,closed,dot,135737,McLane,Convenience,Retail,dot_mclane,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1075,MCLANE/C-STR/NORTHWST/DRY,1464,272.0,20,closed,dot,135737,McLane,Convenience,Retail,dot_mclane,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1106,KROGER/PEYTON/FOUNTAIN,1463,95.2,7,closed,dot,138995,Kroger,Grocery,Retail,dot_kroger,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1040,CORE-MARK/PENNSYLVANIA,1463,272.0,20,closed,dot,120307,Core-Mark,Convenience,Retail,dot_coremark,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-02,1036,EBY-BROWN/KNIGHTDALE,1463,272.0,20,closed,dot,7200,Eby-Brown,Convenience,Retail,dot_other,1.34S,1,2,2,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2240,407.1,7,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,1494,17.98,2,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2241,59.0,1,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2332,645.83,17,closed,direct,1002,Amazon,Online,Online,Amazon,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2231,269.9,10,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2212,817.0000000000001,55,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2264,198.0,2,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2233,118.0,2,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1014,UNFI,2274,1488.0,10,closed,direct,213977,UNFI,Natural,Retail,UNFI,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1183,Marketing Samples,1496,0.0,3,closed,direct,1183,Wilde,No Segment,No Channel,Wilde,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2205,431.88000000000005,12,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2267,78.4,3,closed,direct,1023,Shopify,Online,Online,Shopify,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1183,Marketing Samples,1495,0.0,3,closed,direct,1183,Wilde,No Segment,No Channel,Wilde,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1015,Walmart,1457,3990.0,70,closed,direct,1015,Walmart,Mass,Retail,Walmart,4.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2216,2679.3300000000004,67,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1014,UNFI,2276,1041.6,7,closed,direct,213977,UNFI,Natural,Retail,UNFI,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2275,134.4,5,closed,direct,1023,Shopify,Online,Online,Shopify,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1005,"Kehe Distributors, LLC",1459,1995.0,35,closed,direct,132352,Kehe,Natural,Retail,Kehe,4.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2242,295.0,5,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2213,1159.2,80,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1015,Walmart,1459,1767.0,31,closed,direct,1015,Walmart,Mass,Retail,Walmart,4.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2219,26.99,1,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2217,26.99,1,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1183,Marketing Samples,1500,0.0,3,closed,direct,1183,Wilde,No Segment,No Channel,Wilde,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1005,"Kehe Distributors, LLC",1453,1488.0,40,closed,direct,132352,Kehe,Natural,Retail,Kehe,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2091,0.0,1,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2210,74.98,2,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2269,28.0,1,closed,direct,1023,Shopify,Online,Online,Shopify,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2232,295.0,5,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2221,26.99,1,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2222,188.93,7,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1008,Costco Wholesale,1473,220032.0,120,closed,direct,1008,Costco,Club,Club,Costco,7.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2211,704.5300000000003,47,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1005,"Kehe Distributors, LLC",1458,3990.0,70,closed,direct,132352,Kehe,Natural,Retail,Kehe,4.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2209,674.82,18,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1015,Walmart,1461,3705.0,65,closed,direct,1015,Walmart,Mass,Retail,Walmart,4.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2207,1072.71,29,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1183,Marketing Samples,1497,0.0,3,closed,direct,1183,Wilde,No Segment,No Channel,Wilde,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1091,EBY-BROWN/YPSILANTI,1464,1632.0,120,closed,dot,7200,Eby-Brown,Convenience,Retail,dot_other,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,1463,479.84,16,closed,direct,1002,Amazon,Online,Online,Amazon,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1018,"McLane Company, Inc.",1463,3264.0,240,closed,direct,135737,McLane,Convenience,Retail,dot_mclane,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1079,GIANT EAGLE/WASHINGTON,1463,272.0,20,closed,dot,208538,Giant Eagle,Convenience,Retail,dot_other,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1057,CAPITOL DISTRIBUTING,1463,1360.0,100,closed,dot,129276,Capitol Distributing,Convenience,Retail,dot_other,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2224,1618.92,108,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1062,MCLANE/C-STR/MIDWEST,1463,272.0,20,closed,dot,135737,McLane,Convenience,Retail,dot_mclane,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,1465,719.7600000000001,24,closed,direct,1002,Amazon,Online,Online,Amazon,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2214,517.15,35,closed,direct,1002,Amazon,Online,Online,Amazon,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1005,"Kehe Distributors, LLC",1456,5985.0,105,closed,direct,132352,Kehe,Natural,Retail,Kehe,4.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2271,28.0,1,closed,direct,1023,Shopify,Online,Online,Shopify,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2268,84.0,3,closed,direct,1023,Shopify,Online,Online,Shopify,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2088,0.0,1,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2269,61.98,2,closed,direct,1002,Amazon,Online,Online,Amazon,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1002,Amazon,2271,30.99,1,closed,direct,1002,Amazon,Online,Online,Amazon,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1061,MCLANE/C-STR/MID-ATLANTIC,1463,380.8,28,closed,dot,135737,McLane,Convenience,Retail,dot_mclane,1.34S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2089,14.97,5,closed,direct,1023,Shopify,Online,Online,Shopify,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2223,55.0,1,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1005,"Kehe Distributors, LLC",1352,1488.0,40,closed,direct,132352,Kehe,Natural,Retail,Kehe,2.25S,2,3,3,0,1,1,January,Jan,2024,2024-01
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,1491,59.94,6,closed,direct,1023,Shopify,Online,Online,Shopify,4.00S,2,3,3,0,1,1,January,Jan,2024,2024-01
