date,cust_num,cust_name,item_id,amount,quantity,status,source
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,1493,29.97,3.0,closed,direct
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2241,337.19,6.0,closed,direct
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2242,1346.0900000000001,23.0,closed,direct
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2269,109.2,4.0,closed,direct
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,1494,29.97,3.0,closed,direct
2024-01-02,1015,Walmart,1456,3192.0,56.0,closed,direct
2024-01-02,1005,"Kehe Distributors, LLC",1465,1632.0,120.0,closed,direct
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2264,1752.3,18.0,closed,direct
2024-01-02,1002,Amazon,2215,749.5000000000001,50.0,closed,direct
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2259,762.3,8.0,closed,direct
2024-01-02,1002,Amazon,2207,739.8000000000001,20.0,closed,direct
2024-01-02,1005,"Kehe Distributors, LLC",1452,892.8000000000001,24.0,closed,direct
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2263,99.0,1.0,closed,direct
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,1490,29.97,3.0,closed,direct
2024-01-02,1005,"Kehe Distributors, LLC",1457,7980.0,140.0,closed,direct
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2260,1445.4,15.0,closed,direct
2024-01-02,1002,Amazon,2205,467.87000000000006,13.0,closed,direct
2024-01-02,1005,"Kehe Distributors, LLC",1467,816.0,60.0,closed,direct
2024-01-02,1015,Walmart,1461,5985.0,105.0,closed,direct
2024-01-02,1005,"Kehe Distributors, LLC",1867,1488.0,40.0,closed,direct
2024-01-02,1005,"Kehe Distributors, LLC",1461,5985.0,105.0,closed,direct
2024-01-02,1146,SHOPIFY - WILDE WEB SITE,2271,112.0,4.0,closed,direct
2024-01-02,1005,"Kehe Distributors, LLC",1458,5985.0,105.0,closed,direct
2024-01-02,1002,Amazon,2214,554.63,37.0,closed,direct
2024-01-02,1002,Amazon,1463,299.9,10.0,closed,direct
2024-01-03,1018,"McLane Company, Inc.",1463,3264.0,240.0,closed,direct
2024-01-03,1005,"Kehe Distributors, LLC",1456,5985.0,105.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,1491,59.94,6.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2260,198.0,2.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2261,99.0,1.0,closed,direct
2024-01-03,1005,"Kehe Distributors, LLC",1461,1995.0,35.0,closed,direct
2024-01-03,1002,Amazon,2271,30.99,1.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2088,0.0,1.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2089,14.97,5.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2268,84.0,3.0,closed,direct
2024-01-03,1002,Amazon,2224,1618.92,108.0,closed,direct
2024-01-03,1002,Amazon,2214,517.15,35.0,closed,direct
2024-01-03,1002,Amazon,2269,61.98,2.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2271,28.0,1.0,closed,direct
2024-01-03,1002,Amazon,2215,854.4300000000001,57.0,closed,direct
2024-01-03,1002,Amazon,2210,74.98,2.0,closed,direct
2024-01-03,1002,Amazon,2332,645.83,17.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2241,59.0,1.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,1494,17.98,2.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2240,407.1,7.0,closed,direct
2024-01-03,1002,Amazon,2216,2679.3300000000004,67.0,closed,direct
2024-01-03,1005,"Kehe Distributors, LLC",1459,1995.0,35.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2269,28.0,1.0,closed,direct
2024-01-03,1015,Walmart,1461,3705.0,65.0,closed,direct
2024-01-03,1002,Amazon,2207,1072.71,29.0,closed,direct
2024-01-03,1002,Amazon,2209,674.82,18.0,closed,direct
2024-01-03,1005,"Kehe Distributors, LLC",1458,3990.0,70.0,closed,direct
2024-01-03,1002,Amazon,2211,704.5300000000003,47.0,closed,direct
2024-01-03,1008,Costco Wholesale,1473,220032.0,120.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2222,188.93,7.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2242,295.0,5.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2221,26.99,1.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2231,269.9,10.0,closed,direct
2024-01-03,1002,Amazon,2212,817.0000000000001,55.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2264,198.0,2.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2275,134.4,5.0,closed,direct
2024-01-03,1015,Walmart,1456,1425.0,25.0,closed,direct
2024-01-03,1005,"Kehe Distributors, LLC",1457,5985.0,105.0,closed,direct
2024-01-03,1002,Amazon,1463,479.84,16.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2223,55.0,1.0,closed,direct
2024-01-03,1183,Marketing Samples,1497,0.0,3.0,closed,direct
2024-01-03,1015,Walmart,1459,1767.0,31.0,closed,direct
2024-01-03,1014,UNFI,2276,1041.6,7.0,closed,direct
2024-01-03,1015,Walmart,1457,3990.0,70.0,closed,direct
2024-01-03,1183,Marketing Samples,1495,0.0,3.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2267,78.4,3.0,closed,direct
2024-01-03,1002,Amazon,2205,431.88000000000005,12.0,closed,direct
2024-01-03,1183,Marketing Samples,1496,0.0,3.0,closed,direct
2024-01-03,1014,UNFI,2274,1488.0,10.0,closed,direct
2024-01-03,1002,Amazon,2213,1159.2,80.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2232,295.0,5.0,closed,direct
2024-01-03,1005,"Kehe Distributors, LLC",1453,1488.0,40.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2233,118.0,2.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2219,26.99,1.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2217,26.99,1.0,closed,direct
2024-01-03,1183,Marketing Samples,1500,0.0,3.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2091,0.0,1.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2092,14.97,4.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2090,0.0,1.0,closed,direct
2024-01-03,1183,Marketing Samples,2316,0.0,1.0,closed,direct
2024-01-03,1146,SHOPIFY - WILDE WEB SITE,2259,188.1,2.0,closed,direct
2024-01-03,1005,"Kehe Distributors, LLC",1460,1995.0,35.0,closed,direct
2024-01-03,1005,"Kehe Distributors, LLC",1352,1488.0,40.0,closed,direct
2024-01-03,1002,Amazon,1465,719.7600000000001,24.0,closed,direct
2024-01-04,1002,Amazon,1467,59.98,2.0,closed,direct
2024-01-04,1002,Amazon,1463,629.79,21.0,closed,direct
2024-01-04,1008,Costco Wholesale,1473,55008.0,30.0,closed,direct
2024-01-04,1015,Walmart,1459,2052.0,36.0,closed,direct
2024-01-04,1015,Walmart,1456,1482.0,26.0,closed,direct
2024-01-04,1002,Amazon,2332,1025.73,27.0,closed,direct
2024-01-04,1002,Amazon,1465,659.7800000000001,22.0,closed,direct
2024-01-04,1015,Walmart,1461,2052.0,36.0,closed,direct
2024-01-04,1015,Walmart,1457,1995.0,35.0,closed,direct
2024-01-05,1015,Walmart,1459,2280.0,40.0,closed,direct
2024-01-05,1002,Amazon,1463,719.76,24.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1472,1440.0,30.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1458,1995.0,35.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1461,1995.0,35.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1457,1995.0,35.0,closed,direct
2024-01-05,1002,Amazon,1462,29.99,1.0,closed,direct
2024-01-05,1002,Amazon,1465,209.92999999999998,7.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1467,8704.0,640.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1459,5985.0,105.0,closed,direct
2024-01-05,1002,Amazon,1467,89.97,3.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1460,1995.0,35.0,closed,direct
2024-01-05,1002,Amazon,2332,1215.68,32.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1462,8432.0,620.0,closed,direct
2024-01-05,1015,Walmart,1461,2337.0,41.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1456,3990.0,70.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",2331,5985.0,105.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1454,74.4,2.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1465,272.0,20.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1463,4624.0,340.0,closed,direct
2024-01-05,1015,Walmart,1456,1197.0,21.0,closed,direct
2024-01-05,1005,"Kehe Distributors, LLC",1464,1632.0,120.0,closed,direct
2024-01-05,1015,Walmart,1457,2793.0,49.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2233,236.0,4.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2271,28.0,1.0,closed,direct
2024-01-06,1002,Amazon,2211,329.7800000000001,22.0,closed,direct
2024-01-06,1002,Amazon,2205,287.92,8.0,closed,direct
2024-01-06,1002,Amazon,2216,1079.73,27.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2088,0.0,4.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2264,386.1,4.0,closed,direct
2024-01-06,1184,Sales Samples,2343,0.0,2.0,closed,direct
2024-01-06,1183,Marketing Samples,1495,0.0,90.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2268,196.0,7.0,closed,direct
2024-01-06,1184,Sales Samples,1493,0.0,19.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2221,26.99,1.0,closed,direct
2024-01-06,1183,Marketing Samples,1500,0.0,14.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2269,56.0,2.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2261,198.0,2.0,closed,direct
2024-01-06,1184,Sales Samples,1496,0.0,3.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,1493,19.98,2.0,closed,direct
2024-01-06,1002,Amazon,2332,987.74,26.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2223,434.5,8.0,closed,direct
2024-01-06,1184,Sales Samples,1490,0.0,19.0,closed,direct
2024-01-06,1002,Amazon,2215,479.68000000000006,32.0,closed,direct
2024-01-06,1002,Amazon,2207,406.89000000000004,11.0,closed,direct
2024-01-06,1002,Amazon,2212,217.4,15.0,closed,direct
2024-01-06,1184,Sales Samples,1495,0.0,2.0,closed,direct
2024-01-06,1184,Sales Samples,1497,0.0,2.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2242,531.0,9.0,closed,direct
2024-01-06,1184,Sales Samples,1498,0.0,1.0,closed,direct
2024-01-06,1002,Amazon,2209,112.47,3.0,closed,direct
2024-01-06,1002,Amazon,2271,61.98,2.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2275,246.4,9.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2089,0.0,6.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,1495,0.0,8.0,closed,direct
2024-01-06,1183,Marketing Samples,2089,0.0,3.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2232,59.0,1.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2241,118.0,2.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,1489,9.99,13.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2267,193.19,7.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2259,198.0,2.0,closed,direct
2024-01-06,1002,Amazon,2213,637.5600000000001,44.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,1490,19.98,2.0,closed,direct
2024-01-06,1183,Marketing Samples,1498,0.0,99.0,closed,direct
2024-01-06,1183,Marketing Samples,1497,0.0,90.0,closed,direct
2024-01-06,1183,Marketing Samples,1496,0.0,90.0,closed,direct
2024-01-06,1184,Sales Samples,1494,0.0,9.0,closed,direct
2024-01-06,1184,Sales Samples,1489,0.0,13.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2240,118.0,2.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2260,188.1,2.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,1494,9.99,1.0,closed,direct
2024-01-06,1183,Marketing Samples,2088,0.0,3.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2266,89.1,1.0,closed,direct
2024-01-06,1184,Sales Samples,1492,0.0,17.0,closed,direct
2024-01-06,1002,Amazon,1463,989.67,33.0,closed,direct
2024-01-06,1002,Amazon,2224,929.3800000000003,62.0,closed,direct
2024-01-06,1184,Sales Samples,1491,0.0,18.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2263,99.0,1.0,closed,direct
2024-01-06,1183,Marketing Samples,2090,0.0,3.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2217,26.99,1.0,closed,direct
2024-01-06,1002,Amazon,1467,119.96,4.0,closed,direct
2024-01-06,1183,Marketing Samples,2091,0.0,3.0,closed,direct
2024-01-06,1002,Amazon,2214,307.29,21.0,closed,direct
2024-01-06,1183,Marketing Samples,2092,0.0,3.0,closed,direct
2024-01-06,1002,Amazon,1465,59.98,2.0,closed,direct
2024-01-06,1146,SHOPIFY - WILDE WEB SITE,2091,0.0,3.0,closed,direct
2024-01-07,1002,Amazon,2211,389.7400000000001,26.0,closed,direct
2024-01-07,1002,Amazon,1467,119.96,4.0,closed,direct
2024-01-07,1002,Amazon,2216,919.7700000000001,23.0,closed,direct
2024-01-07,1002,Amazon,2207,258.93,7.0,closed,direct
2024-01-07,1146,SHOPIFY - WILDE WEB SITE,2242,59.0,1.0,closed,direct
2024-01-07,1002,Amazon,2332,1177.69,31.0,closed,direct
2024-01-07,1002,Amazon,2215,269.82,18.0,closed,direct
2024-01-07,1002,Amazon,1463,899.6999999999999,30.0,closed,direct
2024-01-07,1002,Amazon,2212,29.98,2.0,closed,direct
2024-01-07,1002,Amazon,2205,35.99,1.0,closed,direct
2024-01-07,1002,Amazon,2209,224.94000000000003,6.0,closed,direct
2024-01-07,1002,Amazon,2214,344.77,23.0,closed,direct
2024-01-07,1002,Amazon,1462,179.94,6.0,closed,direct
2024-01-07,1002,Amazon,2213,376.73999999999995,26.0,closed,direct
2024-01-07,1002,Amazon,2224,569.6200000000002,38.0,closed,direct
2024-01-08,1016,Harris Teeter,1468,2304.0,48.0,closed,direct
2024-01-08,1002,Amazon,2211,719.5200000000003,48.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2259,693.0,7.0,closed,direct
2024-01-08,1016,Harris Teeter,1459,1995.0,35.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2090,0.0,12.0,closed,direct
2024-01-08,1002,Amazon,2213,1217.16,84.0,closed,direct
2024-01-08,1183,Marketing Samples,2092,0.0,1.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2232,924.09,16.0,closed,direct
2024-01-08,1002,Amazon,2207,1035.72,28.0,closed,direct
2024-01-08,1002,Amazon,1465,29.99,1.0,closed,direct
2024-01-08,1184,Sales Samples,2316,0.0,35.0,closed,direct
2024-01-08,1002,Amazon,2214,457.19000000000005,31.0,closed,direct
2024-01-08,1002,Amazon,2215,824.4500000000002,55.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,1490,149.85,15.0,closed,direct
2024-01-08,1008,Costco Wholesale,1473,556627.2,302.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,1489,49.95,5.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,1494,29.97,3.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2241,584.1,10.0,closed,direct
2024-01-08,1183,Marketing Samples,1495,0.0,18.0,closed,direct
2024-01-08,1183,Marketing Samples,2316,0.0,36.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1453,4464.0,120.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,1492,69.93,7.0,closed,direct
2024-01-08,1183,Marketing Samples,1497,0.0,36.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2242,1207.29,21.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2268,638.4,23.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2271,190.4,7.0,closed,direct
2024-01-08,1002,Amazon,1467,119.96,4.0,closed,direct
2024-01-08,1183,Marketing Samples,1463,0.0,225.0,closed,direct
2024-01-08,1183,Marketing Samples,2090,0.0,1.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2275,392.0,14.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2260,1138.5,12.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1458,1995.0,35.0,closed,direct
2024-01-08,1009,Target,1468,24570.0,585.0,closed,direct
2024-01-08,1002,Amazon,1464,179.94,6.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1464,1632.0,120.0,closed,direct
2024-01-08,1016,Harris Teeter,1470,2304.0,48.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,1491,29.97,3.0,closed,direct
2024-01-08,1009,Target,1469,26544.0,632.0,closed,direct
2024-01-08,1183,Marketing Samples,2091,0.0,1.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1457,1995.0,35.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2240,747.09,13.0,closed,direct
2024-01-08,1006,GNC,1462,3264.0,240.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1459,1995.0,35.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",2331,5985.0,105.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1467,272.0,20.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1452,4464.0,120.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2266,376.2,4.0,closed,direct
2024-01-08,1002,Amazon,2210,74.98,2.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1454,4464.0,120.0,closed,direct
2024-01-08,1184,Sales Samples,2116,0.0,10.0,closed,direct
2024-01-08,1002,Amazon,2332,1557.5900000000001,41.0,closed,direct
2024-01-08,1002,Amazon,2212,472.23,32.0,closed,direct
2024-01-08,1002,Amazon,2216,2719.32,68.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2233,702.1,12.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2267,408.8,15.0,closed,direct
2024-01-08,1002,Amazon,2224,1693.8700000000001,113.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2222,26.99,1.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1463,1632.0,120.0,closed,direct
2024-01-08,1183,Marketing Samples,2089,0.0,1.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2223,764.5,14.0,closed,direct
2024-01-08,1009,Target,1470,25746.0,613.0,closed,direct
2024-01-08,1002,Amazon,2209,974.7400000000001,26.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2269,218.4,8.0,closed,direct
2024-01-08,1002,Amazon,2205,611.83,17.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,1493,29.97,3.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2217,80.97,3.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2220,80.97,3.0,closed,direct
2024-01-08,1006,GNC,1464,4896.0,360.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2264,960.3,10.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1461,1995.0,35.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2263,495.0,5.0,closed,direct
2024-01-08,1005,"Kehe Distributors, LLC",1468,1440.0,30.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2221,323.88,12.0,closed,direct
2024-01-08,1183,Marketing Samples,2088,0.0,1.0,closed,direct
2024-01-08,1146,SHOPIFY - WILDE WEB SITE,2261,1188.0,12.0,closed,direct
2024-01-08,1002,Amazon,1462,29.99,1.0,closed,direct
2024-01-08,1006,GNC,1463,4896.0,360.0,closed,direct
2024-01-08,1002,Amazon,1463,1349.55,45.0,closed,direct
2024-01-08,1009,Target,2317,210.0,5.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,2260,99.0,1.0,closed,direct
2024-01-09,1183,Marketing Samples,1498,0.0,90.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,2223,805.75,15.0,closed,direct
2024-01-09,1002,Amazon,2088,0.0,15.0,closed,direct
2024-01-09,1184,Sales Samples,1498,0.0,44.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,1491,19.98,14.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,2267,56.0,2.0,closed,direct
2024-01-09,1009,Target,1469,20706.0,493.0,closed,direct
2024-01-09,1001,DPI Specialty Foods,1453,2380.8,64.0,closed,direct
2024-01-09,1183,Marketing Samples,1490,0.0,4.0,closed,direct
2024-01-09,1183,Marketing Samples,1496,0.0,110.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,2259,386.1,4.0,closed,direct
2024-01-09,1001,DPI Specialty Foods,1454,1674.0,45.0,closed,direct
2024-01-09,1002,Amazon,2213,391.23,27.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,2232,354.0,6.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,1490,9.99,13.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,2241,230.1,4.0,closed,direct
2024-01-09,1184,Sales Samples,2335,0.0,45.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,2269,84.0,3.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,2261,188.1,2.0,closed,direct
2024-01-09,1002,Amazon,2205,143.96,4.0,closed,direct
2024-01-09,1002,Amazon,2090,0.0,1.0,closed,direct
2024-01-09,1002,Amazon,2332,1329.65,35.0,closed,direct
2024-01-09,1002,Amazon,2216,1159.71,29.0,closed,direct
2024-01-09,1184,Sales Samples,2088,0.0,2.0,closed,direct
2024-01-09,1005,"Kehe Distributors, LLC",1465,4896.0,360.0,closed,direct
2024-01-09,1184,Sales Samples,2343,0.0,12.0,closed,direct
2024-01-09,1184,Sales Samples,2091,0.0,2.0,closed,direct
2024-01-09,1183,Marketing Samples,1500,0.0,20.0,closed,direct
2024-01-09,1184,Sales Samples,2089,0.0,2.0,closed,direct
2024-01-09,1002,Amazon,2091,0.0,1.0,closed,direct
2024-01-09,1146,SHOPIFY - WILDE WEB SITE,2264,287.1,3.0,closed,direct
2024-01-09,1183,Marketing Samples,1493,0.0,4.0,closed,direct
2024-01-09,1183,Marketing Samples,1489,0.0,6.0,closed,direct
2024-01-09,1002,Amazon,1462,59.98,2.0,closed,direct
